components,Gene.Symbol,Description,Category,Uniprot.ID,Gifts,GC.Id,Relevance.score,GeneCards.Link
"2-isopropyl-8-methylphenanthrene-3,4-dione",SLC6A3,Solute Carrier Family 6 Member 3,Protein Coding,Q01959,57,GC05M001392,5.3732795715332,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A3
"2-isopropyl-8-methylphenanthrene-3,4-dione",SLC6A4,Solute Carrier Family 6 Member 4,Protein Coding,P31645,54,GC17M030194,6.28268623352051,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A4
"3,7-dimethylocta-2,6-dien-1-yl formate",PRSS1,Serine Protease 1,Protein Coding,P07477,52,GC07P152152,20.8611793518066,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRSS1
3-beta-Hydroxymethyllenetanshiquinone,ACHE,Acetylcholinesterase (Cartwright Blood Group),Protein Coding,P22303,53,GC07M100889,8.06687164306641,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACHE
3-beta-Hydroxymethyllenetanshiquinone,ADRB2,Adrenoceptor Beta 2,Protein Coding,P07550,55,GC05P148825,10.3747787475586,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADRB2
3-beta-Hydroxymethyllenetanshiquinone,AR,Androgen Receptor,Protein Coding,P10275,58,GC0XP067544,64.6021728515625,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AR
3-beta-Hydroxymethyllenetanshiquinone,CA2,Carbonic Anhydrase 2,Protein Coding,P00918,58,GC08P085463,9.23837280273438,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CA2
3-beta-Hydroxymethyllenetanshiquinone,CCNA2,Cyclin A2,Protein Coding,P20248,52,GC04M121816,24.4427185058594,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNA2
3-beta-Hydroxymethyllenetanshiquinone,CDK2,Cyclin Dependent Kinase 2,Protein Coding,P24941,58,GC12P055966,40.8422241210938,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK2
3-beta-Hydroxymethyllenetanshiquinone,CHEK1,Checkpoint Kinase 1,Protein Coding,O14757,57,GC11P125625,27.3357601165771,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHEK1
3-beta-Hydroxymethyllenetanshiquinone,DPP4,Dipeptidyl Peptidase 4,Protein Coding,P27487,56,GC02M161992,16.5563316345215,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPP4
3-beta-Hydroxymethyllenetanshiquinone,ESR1,Estrogen Receptor 1,Protein Coding,P03372,61,GC06P151656,68.4392929077148,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESR1
3-beta-Hydroxymethyllenetanshiquinone,ESR2,Estrogen Receptor 2,Protein Coding,Q92731,56,GC14M064084,28.8057041168213,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESR2
3-beta-Hydroxymethyllenetanshiquinone,GSK3B,Glycogen Synthase Kinase 3 Beta,Protein Coding,P49841,57,GC03M119821,23.3622570037842,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSK3B
3-beta-Hydroxymethyllenetanshiquinone,MAPK14,Mitogen-Activated Protein Kinase 14,Protein Coding,Q16539,57,GC06P104232,23.7414112091064,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK14
3-beta-Hydroxymethyllenetanshiquinone,NOS2,Nitric Oxide Synthase 2,Protein Coding,P35228,56,GC17M027756,29.1294288635254,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOS2
3-beta-Hydroxymethyllenetanshiquinone,OPRM1,Opioid Receptor Mu 1,Protein Coding,P35372,54,GC06P154175,8.21578216552734,https://www.genecards.org/cgi-bin/carddisp.pl?gene=OPRM1
3-beta-Hydroxymethyllenetanshiquinone,PIM1,"Pim-1 Proto-Oncogene, Serine/Threonine Kinase",Protein Coding,P11309,56,GC06P104249,10.9554977416992,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIM1
3-beta-Hydroxymethyllenetanshiquinone,PPARG,Peroxisome Proliferator Activated Receptor Gamma,Protein Coding,P37231,60,GC03P012287,47.0029525756836,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPARG
3-beta-Hydroxymethyllenetanshiquinone,PRSS1,Serine Protease 1,Protein Coding,P07477,52,GC07P152152,20.8611793518066,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRSS1
3-beta-Hydroxymethyllenetanshiquinone,PTGS2,Prostaglandin-Endoperoxide Synthase 2,Protein Coding,P35354,56,GC01M186671,47.4520492553711,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGS2
3-beta-Hydroxymethyllenetanshiquinone,RXRA,Retinoid X Receptor Alpha,Protein Coding,P19793,56,GC09P134317,22.2861995697021,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RXRA
3beta-Hydroxytanshinone IIA,ACHE,Acetylcholinesterase (Cartwright Blood Group),Protein Coding,P22303,53,GC07M100889,8.06687164306641,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACHE
3beta-Hydroxytanshinone IIA,ADRB2,Adrenoceptor Beta 2,Protein Coding,P07550,55,GC05P148825,10.3747787475586,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADRB2
3beta-Hydroxytanshinone IIA,AR,Androgen Receptor,Protein Coding,P10275,58,GC0XP067544,64.6021728515625,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AR
3beta-Hydroxytanshinone IIA,CCNA2,Cyclin A2,Protein Coding,P20248,52,GC04M121816,24.4427185058594,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNA2
3beta-Hydroxytanshinone IIA,CDK2,Cyclin Dependent Kinase 2,Protein Coding,P24941,58,GC12P055966,40.8422241210938,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK2
3beta-Hydroxytanshinone IIA,CHEK1,Checkpoint Kinase 1,Protein Coding,O14757,57,GC11P125625,27.3357601165771,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHEK1
3beta-Hydroxytanshinone IIA,DPP4,Dipeptidyl Peptidase 4,Protein Coding,P27487,56,GC02M161992,16.5563316345215,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPP4
3beta-Hydroxytanshinone IIA,ESR1,Estrogen Receptor 1,Protein Coding,P03372,61,GC06P151656,68.4392929077148,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESR1
3beta-Hydroxytanshinone IIA,ESR2,Estrogen Receptor 2,Protein Coding,Q92731,56,GC14M064084,28.8057041168213,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESR2
3beta-Hydroxytanshinone IIA,GSK3B,Glycogen Synthase Kinase 3 Beta,Protein Coding,P49841,57,GC03M119821,23.3622570037842,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSK3B
3beta-Hydroxytanshinone IIA,NOS2,Nitric Oxide Synthase 2,Protein Coding,P35228,56,GC17M027756,29.1294288635254,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOS2
3beta-Hydroxytanshinone IIA,OPRM1,Opioid Receptor Mu 1,Protein Coding,P35372,54,GC06P154175,8.21578216552734,https://www.genecards.org/cgi-bin/carddisp.pl?gene=OPRM1
3beta-Hydroxytanshinone IIA,PIM1,"Pim-1 Proto-Oncogene, Serine/Threonine Kinase",Protein Coding,P11309,56,GC06P104249,10.9554977416992,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIM1
3beta-Hydroxytanshinone IIA,PPARG,Peroxisome Proliferator Activated Receptor Gamma,Protein Coding,P37231,60,GC03P012287,47.0029525756836,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPARG
3beta-Hydroxytanshinone IIA,PRSS1,Serine Protease 1,Protein Coding,P07477,52,GC07P152152,20.8611793518066,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRSS1
3beta-Hydroxytanshinone IIA,PTGS2,Prostaglandin-Endoperoxide Synthase 2,Protein Coding,P35354,56,GC01M186671,47.4520492553711,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGS2
3α-hydroxytanshinoneⅡa,ACHE,Acetylcholinesterase (Cartwright Blood Group),Protein Coding,P22303,53,GC07M100889,8.06687164306641,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACHE
3α-hydroxytanshinoneⅡa,ADRB2,Adrenoceptor Beta 2,Protein Coding,P07550,55,GC05P148825,10.3747787475586,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADRB2
3α-hydroxytanshinoneⅡa,AR,Androgen Receptor,Protein Coding,P10275,58,GC0XP067544,64.6021728515625,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AR
3α-hydroxytanshinoneⅡa,CCNA2,Cyclin A2,Protein Coding,P20248,52,GC04M121816,24.4427185058594,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNA2
3α-hydroxytanshinoneⅡa,CDK2,Cyclin Dependent Kinase 2,Protein Coding,P24941,58,GC12P055966,40.8422241210938,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK2
3α-hydroxytanshinoneⅡa,DPP4,Dipeptidyl Peptidase 4,Protein Coding,P27487,56,GC02M161992,16.5563316345215,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPP4
3α-hydroxytanshinoneⅡa,ESR1,Estrogen Receptor 1,Protein Coding,P03372,61,GC06P151656,68.4392929077148,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESR1
3α-hydroxytanshinoneⅡa,ESR2,Estrogen Receptor 2,Protein Coding,Q92731,56,GC14M064084,28.8057041168213,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESR2
3α-hydroxytanshinoneⅡa,GSK3B,Glycogen Synthase Kinase 3 Beta,Protein Coding,P49841,57,GC03M119821,23.3622570037842,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSK3B
3α-hydroxytanshinoneⅡa,NOS2,Nitric Oxide Synthase 2,Protein Coding,P35228,56,GC17M027756,29.1294288635254,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOS2
3α-hydroxytanshinoneⅡa,OPRM1,Opioid Receptor Mu 1,Protein Coding,P35372,54,GC06P154175,8.21578216552734,https://www.genecards.org/cgi-bin/carddisp.pl?gene=OPRM1
3α-hydroxytanshinoneⅡa,PIM1,"Pim-1 Proto-Oncogene, Serine/Threonine Kinase",Protein Coding,P11309,56,GC06P104249,10.9554977416992,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIM1
3α-hydroxytanshinoneⅡa,PPARG,Peroxisome Proliferator Activated Receptor Gamma,Protein Coding,P37231,60,GC03P012287,47.0029525756836,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPARG
3α-hydroxytanshinoneⅡa,PRSS1,Serine Protease 1,Protein Coding,P07477,52,GC07P152152,20.8611793518066,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRSS1
3α-hydroxytanshinoneⅡa,PTGS2,Prostaglandin-Endoperoxide Synthase 2,Protein Coding,P35354,56,GC01M186671,47.4520492553711,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGS2
4-methylenemiltirone,ACHE,Acetylcholinesterase (Cartwright Blood Group),Protein Coding,P22303,53,GC07M100889,8.06687164306641,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACHE
4-methylenemiltirone,ADRB2,Adrenoceptor Beta 2,Protein Coding,P07550,55,GC05P148825,10.3747787475586,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADRB2
4-methylenemiltirone,AR,Androgen Receptor,Protein Coding,P10275,58,GC0XP067544,64.6021728515625,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AR
4-methylenemiltirone,CA2,Carbonic Anhydrase 2,Protein Coding,P00918,58,GC08P085463,9.23837280273438,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CA2
4-methylenemiltirone,CCNA2,Cyclin A2,Protein Coding,P20248,52,GC04M121816,24.4427185058594,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNA2
4-methylenemiltirone,CDK2,Cyclin Dependent Kinase 2,Protein Coding,P24941,58,GC12P055966,40.8422241210938,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK2
4-methylenemiltirone,CHEK1,Checkpoint Kinase 1,Protein Coding,O14757,57,GC11P125625,27.3357601165771,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHEK1
4-methylenemiltirone,DPP4,Dipeptidyl Peptidase 4,Protein Coding,P27487,56,GC02M161992,16.5563316345215,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPP4
4-methylenemiltirone,DRD2,Dopamine Receptor D2,Protein Coding,P14416,56,GC11M113409,9.49925708770752,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DRD2
4-methylenemiltirone,ESR1,Estrogen Receptor 1,Protein Coding,P03372,61,GC06P151656,68.4392929077148,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESR1
4-methylenemiltirone,ESR2,Estrogen Receptor 2,Protein Coding,Q92731,56,GC14M064084,28.8057041168213,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESR2
4-methylenemiltirone,GSK3B,Glycogen Synthase Kinase 3 Beta,Protein Coding,P49841,57,GC03M119821,23.3622570037842,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSK3B
4-methylenemiltirone,MAPK14,Mitogen-Activated Protein Kinase 14,Protein Coding,Q16539,57,GC06P104232,23.7414112091064,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK14
4-methylenemiltirone,NCOA2,Nuclear Receptor Coactivator 2,Protein Coding,Q15596,52,GC08M070109,10.3844633102417,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCOA2
4-methylenemiltirone,NOS2,Nitric Oxide Synthase 2,Protein Coding,P35228,56,GC17M027756,29.1294288635254,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOS2
4-methylenemiltirone,OPRM1,Opioid Receptor Mu 1,Protein Coding,P35372,54,GC06P154175,8.21578216552734,https://www.genecards.org/cgi-bin/carddisp.pl?gene=OPRM1
4-methylenemiltirone,PIM1,"Pim-1 Proto-Oncogene, Serine/Threonine Kinase",Protein Coding,P11309,56,GC06P104249,10.9554977416992,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIM1
4-methylenemiltirone,PPARG,Peroxisome Proliferator Activated Receptor Gamma,Protein Coding,P37231,60,GC03P012287,47.0029525756836,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPARG
4-methylenemiltirone,PRSS1,Serine Protease 1,Protein Coding,P07477,52,GC07P152152,20.8611793518066,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRSS1
4-methylenemiltirone,PTGS1,Prostaglandin-Endoperoxide Synthase 1,Protein Coding,P23219,53,GC09P122370,22.4558048248291,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGS1
4-methylenemiltirone,PTGS2,Prostaglandin-Endoperoxide Synthase 2,Protein Coding,P35354,56,GC01M186671,47.4520492553711,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGS2
4-methylenemiltirone,RXRA,Retinoid X Receptor Alpha,Protein Coding,P19793,56,GC09P134317,22.2861995697021,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RXRA
4-methylenemiltirone,SLC6A3,Solute Carrier Family 6 Member 3,Protein Coding,Q01959,57,GC05M001392,5.3732795715332,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A3
4-methylenemiltirone,SLC6A4,Solute Carrier Family 6 Member 4,Protein Coding,P31645,54,GC17M030194,6.28268623352051,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A4
"5,6-dihydroxy-7-isopropyl-1,1-dimethyl-2,3-dihydrophenanthren-4-one",ACHE,Acetylcholinesterase (Cartwright Blood Group),Protein Coding,P22303,53,GC07M100889,8.06687164306641,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACHE
"5,6-dihydroxy-7-isopropyl-1,1-dimethyl-2,3-dihydrophenanthren-4-one",ADRB2,Adrenoceptor Beta 2,Protein Coding,P07550,55,GC05P148825,10.3747787475586,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADRB2
"5,6-dihydroxy-7-isopropyl-1,1-dimethyl-2,3-dihydrophenanthren-4-one",AR,Androgen Receptor,Protein Coding,P10275,58,GC0XP067544,64.6021728515625,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AR
"5,6-dihydroxy-7-isopropyl-1,1-dimethyl-2,3-dihydrophenanthren-4-one",CA2,Carbonic Anhydrase 2,Protein Coding,P00918,58,GC08P085463,9.23837280273438,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CA2
"5,6-dihydroxy-7-isopropyl-1,1-dimethyl-2,3-dihydrophenanthren-4-one",CCNA2,Cyclin A2,Protein Coding,P20248,52,GC04M121816,24.4427185058594,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNA2
"5,6-dihydroxy-7-isopropyl-1,1-dimethyl-2,3-dihydrophenanthren-4-one",CDK2,Cyclin Dependent Kinase 2,Protein Coding,P24941,58,GC12P055966,40.8422241210938,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK2
"5,6-dihydroxy-7-isopropyl-1,1-dimethyl-2,3-dihydrophenanthren-4-one",CHEK1,Checkpoint Kinase 1,Protein Coding,O14757,57,GC11P125625,27.3357601165771,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHEK1
"5,6-dihydroxy-7-isopropyl-1,1-dimethyl-2,3-dihydrophenanthren-4-one",DPP4,Dipeptidyl Peptidase 4,Protein Coding,P27487,56,GC02M161992,16.5563316345215,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPP4
"5,6-dihydroxy-7-isopropyl-1,1-dimethyl-2,3-dihydrophenanthren-4-one",ESR1,Estrogen Receptor 1,Protein Coding,P03372,61,GC06P151656,68.4392929077148,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESR1
"5,6-dihydroxy-7-isopropyl-1,1-dimethyl-2,3-dihydrophenanthren-4-one",ESR2,Estrogen Receptor 2,Protein Coding,Q92731,56,GC14M064084,28.8057041168213,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESR2
"5,6-dihydroxy-7-isopropyl-1,1-dimethyl-2,3-dihydrophenanthren-4-one",GSK3B,Glycogen Synthase Kinase 3 Beta,Protein Coding,P49841,57,GC03M119821,23.3622570037842,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSK3B
"5,6-dihydroxy-7-isopropyl-1,1-dimethyl-2,3-dihydrophenanthren-4-one",MAPK14,Mitogen-Activated Protein Kinase 14,Protein Coding,Q16539,57,GC06P104232,23.7414112091064,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK14
"5,6-dihydroxy-7-isopropyl-1,1-dimethyl-2,3-dihydrophenanthren-4-one",NCOA2,Nuclear Receptor Coactivator 2,Protein Coding,Q15596,52,GC08M070109,10.3844633102417,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCOA2
"5,6-dihydroxy-7-isopropyl-1,1-dimethyl-2,3-dihydrophenanthren-4-one",NOS2,Nitric Oxide Synthase 2,Protein Coding,P35228,56,GC17M027756,29.1294288635254,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOS2
"5,6-dihydroxy-7-isopropyl-1,1-dimethyl-2,3-dihydrophenanthren-4-one",OPRM1,Opioid Receptor Mu 1,Protein Coding,P35372,54,GC06P154175,8.21578216552734,https://www.genecards.org/cgi-bin/carddisp.pl?gene=OPRM1
"5,6-dihydroxy-7-isopropyl-1,1-dimethyl-2,3-dihydrophenanthren-4-one",PIM1,"Pim-1 Proto-Oncogene, Serine/Threonine Kinase",Protein Coding,P11309,56,GC06P104249,10.9554977416992,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIM1
"5,6-dihydroxy-7-isopropyl-1,1-dimethyl-2,3-dihydrophenanthren-4-one",PRSS1,Serine Protease 1,Protein Coding,P07477,52,GC07P152152,20.8611793518066,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRSS1
"5,6-dihydroxy-7-isopropyl-1,1-dimethyl-2,3-dihydrophenanthren-4-one",PTGS1,Prostaglandin-Endoperoxide Synthase 1,Protein Coding,P23219,53,GC09P122370,22.4558048248291,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGS1
"5,6-dihydroxy-7-isopropyl-1,1-dimethyl-2,3-dihydrophenanthren-4-one",PTGS2,Prostaglandin-Endoperoxide Synthase 2,Protein Coding,P35354,56,GC01M186671,47.4520492553711,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGS2
"5,6-dihydroxy-7-isopropyl-1,1-dimethyl-2,3-dihydrophenanthren-4-one",RXRA,Retinoid X Receptor Alpha,Protein Coding,P19793,56,GC09P134317,22.2861995697021,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RXRA
5-isopropyl-2-methylbicyclo[3.1.0]hex-2-ene,ACHE,Acetylcholinesterase (Cartwright Blood Group),Protein Coding,P22303,53,GC07M100889,8.06687164306641,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACHE
5-isopropyl-2-methylbicyclo[3.1.0]hex-2-ene,AR,Androgen Receptor,Protein Coding,P10275,58,GC0XP067544,64.6021728515625,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AR
5-isopropyl-2-methylbicyclo[3.1.0]hex-2-ene,CA2,Carbonic Anhydrase 2,Protein Coding,P00918,58,GC08P085463,9.23837280273438,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CA2
5-isopropyl-2-methylbicyclo[3.1.0]hex-2-ene,DPP4,Dipeptidyl Peptidase 4,Protein Coding,P27487,56,GC02M161992,16.5563316345215,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPP4
5-isopropyl-2-methylbicyclo[3.1.0]hex-2-ene,ESR1,Estrogen Receptor 1,Protein Coding,P03372,61,GC06P151656,68.4392929077148,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESR1
5-isopropyl-2-methylbicyclo[3.1.0]hex-2-ene,NCOA2,Nuclear Receptor Coactivator 2,Protein Coding,Q15596,52,GC08M070109,10.3844633102417,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCOA2
5-isopropyl-2-methylbicyclo[3.1.0]hex-2-ene,PIM1,"Pim-1 Proto-Oncogene, Serine/Threonine Kinase",Protein Coding,P11309,56,GC06P104249,10.9554977416992,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIM1
5-isopropyl-2-methylbicyclo[3.1.0]hex-2-ene,PRSS1,Serine Protease 1,Protein Coding,P07477,52,GC07P152152,20.8611793518066,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRSS1
5-isopropyl-2-methylbicyclo[3.1.0]hex-2-ene,PTGS2,Prostaglandin-Endoperoxide Synthase 2,Protein Coding,P35354,56,GC01M186671,47.4520492553711,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGS2
6-o-syringyl-8-o-acetyl shanzhiside methyl ester_qt,AR,Androgen Receptor,Protein Coding,P10275,58,GC0XP067544,64.6021728515625,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AR
6-o-syringyl-8-o-acetyl shanzhiside methyl ester_qt,CA2,Carbonic Anhydrase 2,Protein Coding,P00918,58,GC08P085463,9.23837280273438,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CA2
6-o-syringyl-8-o-acetyl shanzhiside methyl ester_qt,ESR1,Estrogen Receptor 1,Protein Coding,P03372,61,GC06P151656,68.4392929077148,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESR1
7-oxoroyleanone2,ACHE,Acetylcholinesterase (Cartwright Blood Group),Protein Coding,P22303,53,GC07M100889,8.06687164306641,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACHE
7-oxoroyleanone2,AR,Androgen Receptor,Protein Coding,P10275,58,GC0XP067544,64.6021728515625,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AR
7-oxoroyleanone2,ESR1,Estrogen Receptor 1,Protein Coding,P03372,61,GC06P151656,68.4392929077148,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESR1
7-oxoroyleanone2,NCOA2,Nuclear Receptor Coactivator 2,Protein Coding,Q15596,52,GC08M070109,10.3844633102417,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCOA2
7-oxoroyleanone2,NOS2,Nitric Oxide Synthase 2,Protein Coding,P35228,56,GC17M027756,29.1294288635254,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOS2
7-oxoroyleanone2,NR3C1,Nuclear Receptor Subfamily 3 Group C Member 1,Protein Coding,P04150,56,GC05M143277,14.93212890625,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR3C1
7-oxoroyleanone2,NR3C2,Nuclear Receptor Subfamily 3 Group C Member 2,Protein Coding,P08235,53,GC04M148078,7.7920708656311,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR3C2
7-oxoroyleanone2,PTGS2,Prostaglandin-Endoperoxide Synthase 2,Protein Coding,P35354,56,GC01M186671,47.4520492553711,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGS2
"8-isopropylidene-1,5-dimethylcyclodeca-1,5-diene",ACHE,Acetylcholinesterase (Cartwright Blood Group),Protein Coding,P22303,53,GC07M100889,8.06687164306641,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACHE
"8-isopropylidene-1,5-dimethylcyclodeca-1,5-diene",CA2,Carbonic Anhydrase 2,Protein Coding,P00918,58,GC08P085463,9.23837280273438,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CA2
"8-isopropylidene-1,5-dimethylcyclodeca-1,5-diene",DPP4,Dipeptidyl Peptidase 4,Protein Coding,P27487,56,GC02M161992,16.5563316345215,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPP4
"8-isopropylidene-1,5-dimethylcyclodeca-1,5-diene",NCOA2,Nuclear Receptor Coactivator 2,Protein Coding,Q15596,52,GC08M070109,10.3844633102417,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCOA2
"8-isopropylidene-1,5-dimethylcyclodeca-1,5-diene",PTGS2,Prostaglandin-Endoperoxide Synthase 2,Protein Coding,P35354,56,GC01M186671,47.4520492553711,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGS2
"8-isopropylidene-1,5-dimethylcyclodeca-1,5-diene",RXRA,Retinoid X Receptor Alpha,Protein Coding,P19793,56,GC09P134317,22.2861995697021,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RXRA
ASI,ALOX5,Arachidonate 5-Lipoxygenase,Protein Coding,P09917,54,GC10P045374,16.8650226593018,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALOX5
ASI,ARG1,Arginase 1,Protein Coding,P05089,56,GC06P131473,8.16643333435059,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARG1
ASI,CA2,Carbonic Anhydrase 2,Protein Coding,P00918,58,GC08P085463,9.23837280273438,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CA2
ASI,CDC25B,Cell Division Cycle 25B,Protein Coding,P30305,53,GC20P004921,13.1231775283813,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC25B
ASI,CDK2,Cyclin Dependent Kinase 2,Protein Coding,P24941,58,GC12P055966,40.8422241210938,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK2
ASI,CTSD,Cathepsin D,Protein Coding,P07339,60,GC11M001752,24.3431301116943,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSD
ASI,DPP4,Dipeptidyl Peptidase 4,Protein Coding,P27487,56,GC02M161992,16.5563316345215,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPP4
ASI,NOS2,Nitric Oxide Synthase 2,Protein Coding,P35228,56,GC17M027756,29.1294288635254,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOS2
ASI,PIM1,"Pim-1 Proto-Oncogene, Serine/Threonine Kinase",Protein Coding,P11309,56,GC06P104249,10.9554977416992,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIM1
