Target ID	Target name	Target name.link	Source	Source.link
TAR00382	Insulin receptor substrate-1	https://tcmsp-e.com/target.php?qt=382	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1372
TAR00383	Glucosylceramidase	https://tcmsp-e.com/target.php?qt=383	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1373
TAR00384	Inositol-1(or 4)-monophosphatase	https://tcmsp-e.com/target.php?qt=384	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1387
TAR00385	Transforming growth factor beta 1	https://tcmsp-e.com/target.php?qt=385	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1389
TAR00386	Beta-catenin	https://tcmsp-e.com/target.php?qt=386	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1392
TAR00387	Beta-secretase	https://tcmsp-e.com/target.php?qt=387	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1406
TAR00388	Aurora kinase A	https://tcmsp-e.com/target.php?qt=388	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1422
TAR00389	Synaptic vesicle glycoprotein 2A	https://tcmsp-e.com/target.php?qt=389	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1435
TAR00390	Lactotransferrin	https://tcmsp-e.com/target.php?qt=390	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1439
TAR00391	FMLP receptor	https://tcmsp-e.com/target.php?qt=391	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1448
TAR00392	Atrial natriuretic peptide receptor B	https://tcmsp-e.com/target.php?qt=392	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1465
TAR00393	Tumor necrosis factor ligand superfamily member 13B	https://tcmsp-e.com/target.php?qt=393	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1467
TAR00394	Membrane copper amine oxidase	https://tcmsp-e.com/target.php?qt=394	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1483
TAR00395	Ubiquitin-protein ligase E3 Mdm2	https://tcmsp-e.com/target.php?qt=395	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1485
TAR00396	Peroxisome proliferator activated receptor delta	https://tcmsp-e.com/target.php?qt=396	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1502
TAR00397	Cathepsin G	https://tcmsp-e.com/target.php?qt=397	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1514
TAR00398	Beta-3 adrenergic receptor	https://tcmsp-e.com/target.php?qt=398	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1517
TAR00399	Peptidyl-prolyl cis-trans isomerase A	https://tcmsp-e.com/target.php?qt=399	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1524
TAR00400	Heparin-binding growth factor 2	https://tcmsp-e.com/target.php?qt=400	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1525
TAR00401	Rho-associated protein kinase 1	https://tcmsp-e.com/target.php?qt=401	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1531
TAR00402	Mitogen-activated protein kinase 14	https://tcmsp-e.com/target.php?qt=402	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1540
TAR00403	mRNA of Factor XI	https://tcmsp-e.com/target.php?qt=403	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1547
TAR00404	Transient receptor potential cation channel subfamily V member 1	https://tcmsp-e.com/target.php?qt=404	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1558
TAR00405	Troponin C	https://tcmsp-e.com/target.php?qt=405	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1561
TAR00406	Corticoliberin	https://tcmsp-e.com/target.php?qt=406	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1566
TAR00407	G1/S-specific cyclin D1	https://tcmsp-e.com/target.php?qt=407	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1569
TAR00408	Multidrug resistance protein 1	https://tcmsp-e.com/target.php?qt=408	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1588
TAR00409	Ferrochelatase	https://tcmsp-e.com/target.php?qt=409	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1591
TAR00410	Protein-glutamine gamma-glutamyltransferase	https://tcmsp-e.com/target.php?qt=410	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1596
TAR00411	Interleukin 3 receptor	https://tcmsp-e.com/target.php?qt=411	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1603
TAR00412	Chymase	https://tcmsp-e.com/target.php?qt=412	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1615
TAR00413	High affinity nerve growth factor receptor	https://tcmsp-e.com/target.php?qt=413	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1618
TAR00414	Transcription factor AP-1	https://tcmsp-e.com/target.php?qt=414	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1629
TAR00415	Integrin beta-2	https://tcmsp-e.com/target.php?qt=415	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1630
TAR00416	Von Willebrand factor	https://tcmsp-e.com/target.php?qt=416	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1635
TAR00417	C-C motif chemokine 2	https://tcmsp-e.com/target.php?qt=417	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1649
TAR00418	Interleukin-1 beta	https://tcmsp-e.com/target.php?qt=418	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1654
TAR00419	GTP cyclohydrolase I	https://tcmsp-e.com/target.php?qt=419	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1673
TAR00420	Hexokinase D	https://tcmsp-e.com/target.php?qt=420	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1675
TAR00421	Mitogen-activated protein kinase 3	https://tcmsp-e.com/target.php?qt=421	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1714
TAR00422	Glycogen synthase kinase-3 beta	https://tcmsp-e.com/target.php?qt=422	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1721
TAR00423	Organic anion transporter 1	https://tcmsp-e.com/target.php?qt=423	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1729
TAR00424	Multidrug resistance-associated protein 2	https://tcmsp-e.com/target.php?qt=424	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1735
TAR00425	Somatostatin	https://tcmsp-e.com/target.php?qt=425	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1736
TAR00426	Protein-tyrosine phosphatase, non-receptor type 11	https://tcmsp-e.com/target.php?qt=426	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1737
TAR00427	E-selectin	https://tcmsp-e.com/target.php?qt=427	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1756
TAR00428	Myeloperoxidase	https://tcmsp-e.com/target.php?qt=428	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1757
TAR00429	mRNA of H-ras	https://tcmsp-e.com/target.php?qt=429	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1758
TAR00430	Aminopeptidase N	https://tcmsp-e.com/target.php?qt=430	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1760
TAR00431	Cell division control protein 2 homolog	https://tcmsp-e.com/target.php?qt=431	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1771
TAR00432	mRNA of Intercellular adhesion molecule-1	https://tcmsp-e.com/target.php?qt=432	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1783
TAR00433	Lymphotoxin alpha	https://tcmsp-e.com/target.php?qt=433	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1789
TAR00434	Tissue-type plasminogen activator	https://tcmsp-e.com/target.php?qt=434	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1792
TAR00435	Glucose-6-phosphate dehydrogenase	https://tcmsp-e.com/target.php?qt=435	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1799
TAR00436	Gap junction alpha-1 protein	https://tcmsp-e.com/target.php?qt=436	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1827
TAR00437	5'-Nucleotidase	https://tcmsp-e.com/target.php?qt=437	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1830
TAR00438	Mitogen-activated protein kinase 10	https://tcmsp-e.com/target.php?qt=438	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1836
TAR00439	Major prion protein	https://tcmsp-e.com/target.php?qt=439	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1867
TAR00440	Vascular cell adhesion protein 1	https://tcmsp-e.com/target.php?qt=440	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1908
TAR00441	Stromelysin-1	https://tcmsp-e.com/target.php?qt=441	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1926
TAR00442	Leukotriene C4 synthase	https://tcmsp-e.com/target.php?qt=442	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1928
TAR00443	Apolipoprotein E	https://tcmsp-e.com/target.php?qt=443	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1932
TAR00444	Heat shock protein HSP 90	https://tcmsp-e.com/target.php?qt=444	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1939
TAR00445	Hepatocyte growth factor	https://tcmsp-e.com/target.php?qt=445	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1943
TAR00446	Transient receptor potential cation channel subfamily A member 1	https://tcmsp-e.com/target.php?qt=446	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1944
TAR00447	Carboxypeptidase H	https://tcmsp-e.com/target.php?qt=447	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1949
TAR00448	Proto-oncogene protein c-fos	https://tcmsp-e.com/target.php?qt=448	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1953
TAR00449	5'-methylthioadenosine phosphorylase	https://tcmsp-e.com/target.php?qt=449	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1958
TAR00450	Protein kinase C, alpha type	https://tcmsp-e.com/target.php?qt=450	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1970
TAR00451	CAMP-specific 3',5'-cyclic phosphodiesterase 4A	https://tcmsp-e.com/target.php?qt=451	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1971
TAR00452	Voltage-gated sodium channel subunit alpha Nav1.7	https://tcmsp-e.com/target.php?qt=452	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1995
TAR00453	Methylated-DNA--protein-cysteine methyltransferase	https://tcmsp-e.com/target.php?qt=453	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/1999
TAR00454	Dehydropeptidase I	https://tcmsp-e.com/target.php?qt=454	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2016
TAR00455	Deoxyhypusine synthase	https://tcmsp-e.com/target.php?qt=455	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2018
TAR00456	Stromal cell-derived factor 1	https://tcmsp-e.com/target.php?qt=456	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2020
TAR00457	Thrombomodulin	https://tcmsp-e.com/target.php?qt=457	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2021
TAR00458	Inhibitor of nuclear factor kappa B kinase beta subunit	https://tcmsp-e.com/target.php?qt=458	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2038
TAR00459	Integrin beta-3	https://tcmsp-e.com/target.php?qt=459	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2039
TAR00460	mRNA of Inhibitor of apoptosis protein	https://tcmsp-e.com/target.php?qt=460	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2042
TAR00461	Gastrin/cholecystokinin type B receptor	https://tcmsp-e.com/target.php?qt=461	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2049
TAR00462	P-selectin	https://tcmsp-e.com/target.php?qt=462	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2058
TAR00463	Apopain	https://tcmsp-e.com/target.php?qt=463	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2077
TAR00464	Toll-like receptor 2	https://tcmsp-e.com/target.php?qt=464	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2090
TAR00465	Toll-like receptor 9	https://tcmsp-e.com/target.php?qt=465	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2112
TAR00466	Tissue factor	https://tcmsp-e.com/target.php?qt=466	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2139
TAR00467	Angiogenin	https://tcmsp-e.com/target.php?qt=467	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2149
TAR00468	Neutrophil collagenase	https://tcmsp-e.com/target.php?qt=468	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2154
TAR00469	Insulin-degrading Enzyme	https://tcmsp-e.com/target.php?qt=469	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2155
TAR00470	NAD(P)H dehydrogenase [quinone] 1	https://tcmsp-e.com/target.php?qt=470	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2157
TAR00471	Transient receptor potential cation channel subfamily M member 8	https://tcmsp-e.com/target.php?qt=471	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2162
TAR00472	mRNA of RhoA	https://tcmsp-e.com/target.php?qt=472	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2170
TAR00473	Metabotropic glutamate receptor 5	https://tcmsp-e.com/target.php?qt=473	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2178
TAR00474	3-phosphoinositide dependent protein kinase-1	https://tcmsp-e.com/target.php?qt=474	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2180
TAR00475	Steryl-sulfatase	https://tcmsp-e.com/target.php?qt=475	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2202
TAR00476	Macrophage metalloelastase	https://tcmsp-e.com/target.php?qt=476	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2203
TAR00477	Rhodopsin	https://tcmsp-e.com/target.php?qt=477	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2207
TAR00478	mRNA of FGFR4	https://tcmsp-e.com/target.php?qt=478	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2216
TAR00479	Equilibrative nucleoside transporter 1	https://tcmsp-e.com/target.php?qt=479	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2222
TAR00480	Calgranulin D	https://tcmsp-e.com/target.php?qt=480	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2226
TAR00481	Interleukin-5	https://tcmsp-e.com/target.php?qt=481	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2232
TAR00482	Cell division protein kinase 2	https://tcmsp-e.com/target.php?qt=482	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2240
TAR00483	Serum amyloid P-component	https://tcmsp-e.com/target.php?qt=483	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2244
TAR00484	Scavenger decapping enzyme DcpS	https://tcmsp-e.com/target.php?qt=484	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2247
TAR00485	Thymidine monophosphate kinase	https://tcmsp-e.com/target.php?qt=485	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2251
TAR00486	Triosephosphate isomerase (bacterial)	https://tcmsp-e.com/target.php?qt=486	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2314
TAR00487	Apolipoprotein(a)	https://tcmsp-e.com/target.php?qt=487	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2353
TAR00488	Tyrosine-protein kinase BTK	https://tcmsp-e.com/target.php?qt=488	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2355
TAR00489	Type IV phosphodiesterase	https://tcmsp-e.com/target.php?qt=489	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2358
TAR00490	Cruzipain	https://tcmsp-e.com/target.php?qt=490	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2368
TAR00491	Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform	https://tcmsp-e.com/target.php?qt=491	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2404
TAR00492	Tyrosine-protein kinase SYK	https://tcmsp-e.com/target.php?qt=492	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2408
TAR00493	Signal peptidase I	https://tcmsp-e.com/target.php?qt=493	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2421
TAR00494	Human cytomegalovirus protease	https://tcmsp-e.com/target.php?qt=494	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2433
TAR00495	NH(3)-dependent NAD(+) synthetase	https://tcmsp-e.com/target.php?qt=495	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2434
TAR00496	Nicotinate-nucleotide pyrophosphorylase [carboxylating]	https://tcmsp-e.com/target.php?qt=496	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2442
TAR00497	Tyrosine-protein kinase itk/tsk	https://tcmsp-e.com/target.php?qt=497	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2450
TAR00498	Galectin-3	https://tcmsp-e.com/target.php?qt=498	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2467
TAR00499	Beta-lactamase	https://tcmsp-e.com/target.php?qt=499	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2478
TAR00500	Lethal factor	https://tcmsp-e.com/target.php?qt=500	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2489
TAR00501	Phosphomannomutase/phosphoglucomutase	https://tcmsp-e.com/target.php?qt=501	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2503
TAR00502	Protein kinase C, theta type	https://tcmsp-e.com/target.php?qt=502	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2530
TAR00503	Glucosamine-6-phosphate synthase	https://tcmsp-e.com/target.php?qt=503	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2597
TAR00504	2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase	https://tcmsp-e.com/target.php?qt=504	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2644
TAR00505	Dihydroorotase	https://tcmsp-e.com/target.php?qt=505	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2646
TAR00506	Glycosyltransferase MurG	https://tcmsp-e.com/target.php?qt=506	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2651
TAR00507	Lanosterol synthase	https://tcmsp-e.com/target.php?qt=507	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2672
TAR00508	Glycylpeptide N-tetradecanoyltransferase	https://tcmsp-e.com/target.php?qt=508	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2731
TAR00509	Cathepsin F	https://tcmsp-e.com/target.php?qt=509	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2735
TAR00510	Hypoxanthine-guanine-xanthine phosphoribosyltransferase	https://tcmsp-e.com/target.php?qt=510	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2755
TAR00511	UDP-glucose 4-epimerase	https://tcmsp-e.com/target.php?qt=511	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2762
TAR00512	Complement C1s component	https://tcmsp-e.com/target.php?qt=512	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2782
TAR00513	Methionine aminopeptidase 2	https://tcmsp-e.com/target.php?qt=513	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2795
TAR00514	Kallikrein 6	https://tcmsp-e.com/target.php?qt=514	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2889
TAR00515	Oxysterols receptor LXR-beta	https://tcmsp-e.com/target.php?qt=515	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2907
TAR00516	Phospholipase A2, membrane associated	https://tcmsp-e.com/target.php?qt=516	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2981
TAR00517	Cathepsin S	https://tcmsp-e.com/target.php?qt=517	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/2993
TAR00518	Carbonic anhydrase XII	https://tcmsp-e.com/target.php?qt=518	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/3007
TAR00519	Suppressor of tumorigenicity 14	https://tcmsp-e.com/target.php?qt=519	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/3011
TAR00520	Orotidine 5'-monophosphate decarboxylase	https://tcmsp-e.com/target.php?qt=520	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/3056
TAR00521	Leukotriene A-4 hydrolase	https://tcmsp-e.com/target.php?qt=521	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/3060
TAR00522	Adenosylhomocysteinase	https://tcmsp-e.com/target.php?qt=522	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/3070
TAR00523	Bis(5'-adenosyl)-triphosphatase	https://tcmsp-e.com/target.php?qt=523	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/3075
TAR00524	Plasmepsin 2	https://tcmsp-e.com/target.php?qt=524	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/3086
TAR00525	M-phase inducer phosphatase 2	https://tcmsp-e.com/target.php?qt=525	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/3105
TAR00526	Ras-related protein Rab-9A	https://tcmsp-e.com/target.php?qt=526	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/3115
TAR00528	Poly [ADP-ribose] polymerase-1	https://tcmsp-e.com/target.php?qt=528	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/3126
TAR00530	Bile acid receptor	https://tcmsp-e.com/target.php?qt=530	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/3233
TAR00531	Cyclin-dependent protein kinase PfPK5	https://tcmsp-e.com/target.php?qt=531	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/3321
TAR00532	Complement factor D	https://tcmsp-e.com/target.php?qt=532	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/3346
TAR00533	Maspin	https://tcmsp-e.com/target.php?qt=533	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/3361
TAR00534	Kinesin-like protein KIF11	https://tcmsp-e.com/target.php?qt=534	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/3379
TAR00535	Macrophage migration inhibitory factor	https://tcmsp-e.com/target.php?qt=535	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/3384
TAR00536	Thromboxane-A synthase	https://tcmsp-e.com/target.php?qt=536	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/3448
TAR00537	Cell division protein kinase 7	https://tcmsp-e.com/target.php?qt=537	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/3482
TAR00538	Thioredoxin reductase, cytoplasmic	https://tcmsp-e.com/target.php?qt=538	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/3610
TAR00539	Enoyl-ACP reductase	https://tcmsp-e.com/target.php?qt=539	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/3678
TAR00540	Voltage-gated sodium channel subunit alpha Nav1.3	https://tcmsp-e.com/target.php?qt=540	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/3803
TAR00541	Sodium channel protein type 4 subunit alpha	https://tcmsp-e.com/target.php?qt=541	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/3804
TAR00542	CGMP-dependent 3',5'-cyclic phosphodiesterase	https://tcmsp-e.com/target.php?qt=542	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/3806
TAR00543	Catechol-O-methyl-transferase	https://tcmsp-e.com/target.php?qt=543	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/3810
TAR00544	Cytochrome P450 19	https://tcmsp-e.com/target.php?qt=544	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/3811
TAR00545	Low affinity immunoglobulin gamma Fc region receptor II-A	https://tcmsp-e.com/target.php?qt=545	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/3819
TAR00546	Low-density lipoprotein receptor-related protein 1	https://tcmsp-e.com/target.php?qt=546	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/3831
TAR00547	Neuroendocrine convertase 2	https://tcmsp-e.com/target.php?qt=547	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/3847
TAR00548	Neuroendocrine convertase 1	https://tcmsp-e.com/target.php?qt=548	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/3848
TAR00549	Serine protease hepsin	https://tcmsp-e.com/target.php?qt=549	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/3851
TAR00550	Neuropilin-1	https://tcmsp-e.com/target.php?qt=550	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/3852
TAR00551	Basic fibroblast growth factor receptor 1	https://tcmsp-e.com/target.php?qt=551	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/3854
TAR00552	Fibroblast growth factor receptor 3	https://tcmsp-e.com/target.php?qt=552	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/3856
TAR00553	Cathepsin L	https://tcmsp-e.com/target.php?qt=553	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/3858
TAR00554	Vesicle-associated membrane protein	https://tcmsp-e.com/target.php?qt=554	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/3859
TAR00555	Somatostatin receptor type 5	https://tcmsp-e.com/target.php?qt=555	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/3872
TAR00556	Prolyl endopeptidase	https://tcmsp-e.com/target.php?qt=556	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/3873
TAR00557	Aromatic-L-amino-acid decarboxylase	https://tcmsp-e.com/target.php?qt=557	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/3876
TAR00558	mRNA of Methylenetetrahydrofolate reductase	https://tcmsp-e.com/target.php?qt=558	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/3917
TAR00559	Cholinesterase	https://tcmsp-e.com/target.php?qt=559	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/3923
